lat,lon,tree_cover_2000_pct,elevation_m,slope_deg,dist_to_road_km,dist_to_deforestation_frontier_km,protected_area,population_density_per_km2,annual_loss_rate_pct,high_risk
-13.049999999999994,-62.700000000000045,60.1,170.8,0.4,35.7,10.35,0,2.5,0.11,0
-13.049999999999994,-62.65000000000005,63.3,299.6,0.9,24.78,11.05,0,30.6,0.76,0
-13.049999999999994,-62.60000000000005,87.1,125.7,0.1,49.2,8.01,0,10.4,0.19,0
-13.049999999999994,-62.550000000000054,90.0,222.2,1.3,0.49,9.33,1,43.3,2.18,0
-13.049999999999994,-62.50000000000006,84.7,194.5,0.0,52.67,8.46,1,12.1,1.16,0
-13.049999999999994,-62.45000000000006,51.3,205.4,5.1,14.38,18.96,0,0.4,1.12,0
-13.049999999999994,-62.40000000000006,90.8,219.5,0.7,13.52,17.73,1,17.9,1.07,0
-13.049999999999994,-62.350000000000065,77.7,204.6,0.2,6.5,7.62,1,40.9,0.29,0
-13.049999999999994,-62.30000000000007,84.2,263.4,0.6,17.54,27.65,0,6.6,5.35,0
-13.049999999999994,-62.25000000000007,63.0,197.7,3.1,45.25,27.45,0,13.9,2.22,0
-13.049999999999994,-62.200000000000074,84.7,339.6,1.4,15.66,10.33,0,8.9,1.66,0
-13.049999999999994,-62.15000000000008,69.3,203.6,9.0,4.5,9.94,0,1.4,6.06,0
-13.049999999999994,-62.10000000000008,66.2,63.7,0.4,15.85,16.5,0,2.0,5.79,0
-13.049999999999994,-62.05000000000008,34.0,251.1,2.6,10.99,46.96,0,0.8,1.71,0
-13.049999999999994,-62.000000000000085,67.1,231.4,0.8,5.74,19.36,0,15.3,3.41,0
-13.049999999999994,-61.95000000000009,83.1,202.6,6.6,11.98,0.37,0,10.3,1.7,0
-13.049999999999994,-61.90000000000009,86.2,179.2,2.6,8.32,9.82,0,0.1,1.35,0
-13.049999999999994,-61.850000000000094,54.8,50.0,7.9,4.58,39.33,1,13.0,8.79,0
-13.049999999999994,-61.8000000000001,81.1,50.0,0.1,0.73,16.72,0,1.2,3.34,0
-13.049999999999994,-61.7500000000001,78.2,331.8,0.9,2.39,9.98,1,21.9,0.89,0
-13.049999999999994,-61.7000000000001,69.5,153.2,2.7,29.59,0.64,1,29.6,0.0,0
-13.049999999999994,-61.650000000000105,80.4,277.2,13.5,8.59,0.14,1,0.1,0.5,0
-13.049999999999994,-61.60000000000011,64.2,71.8,0.9,5.24,20.75,0,8.3,2.82,0
-13.049999999999994,-61.55000000000011,95.0,116.3,8.6,11.8,14.0,1,7.4,0.53,0
-13.049999999999994,-61.500000000000114,69.1,254.3,1.9,16.93,9.21,1,3.6,0.0,0
-13.049999999999994,-61.45000000000012,79.1,191.8,2.3,14.95,13.97,1,37.5,0.0,0
-13.049999999999994,-61.40000000000012,83.4,243.0,4.9,4.99,6.2,0,5.4,3.23,0
-13.049999999999994,-61.35000000000012,84.2,198.9,1.8,74.19,9.19,0,1.0,1.38,0
-13.049999999999994,-61.300000000000125,34.8,183.4,1.7,4.96,27.98,0,16.6,2.58,0
-13.049999999999994,-61.25000000000013,91.6,145.6,1.4,5.6,48.19,0,7.3,2.52,0
-13.049999999999994,-61.20000000000013,71.9,104.5,1.7,8.03,16.19,1,9.1,0.66,0
-13.049999999999994,-61.150000000000134,40.5,312.2,3.8,34.78,84.23,0,5.3,3.65,0
-13.049999999999994,-61.100000000000136,80.4,325.4,0.3,12.59,47.17,1,7.1,0.17,0
-13.049999999999994,-61.05000000000014,89.4,116.9,0.3,3.13,0.1,0,5.5,6.56,1
-13.049999999999994,-61.00000000000014,67.7,111.7,1.0,7.28,3.34,0,6.3,1.93,0
-13.049999999999994,-60.950000000000145,73.6,172.2,3.2,3.7,11.79,0,1.1,2.53,1
-13.049999999999994,-60.90000000000015,75.9,227.2,0.6,8.14,19.09,0,7.8,1.84,0
-13.049999999999994,-60.85000000000015,32.8,185.5,6.2,7.32,24.28,0,4.5,1.57,0
-13.049999999999994,-60.80000000000015,56.8,240.0,0.3,0.98,15.56,1,0.1,7.19,0
-13.049999999999994,-60.750000000000156,68.0,196.1,5.7,5.48,12.96,0,6.8,2.58,0
-13.049999999999994,-60.70000000000016,54.2,190.8,2.8,16.99,3.09,0,3.2,3.35,1
-13.049999999999994,-60.65000000000016,95.4,393.0,3.5,29.35,1.26,0,20.8,1.23,0
-13.049999999999994,-60.600000000000165,88.2,158.0,4.2,6.7,6.44,0,2.3,2.68,0
-13.049999999999994,-60.55000000000017,76.9,331.2,1.2,8.47,19.14,0,12.6,2.74,0
-13.049999999999994,-60.50000000000017,80.5,315.7,1.3,26.22,2.8,1,4.7,1.32,0
-13.049999999999994,-60.45000000000017,92.0,240.3,3.5,18.18,7.33,0,0.0,2.54,0
-13.049999999999994,-60.400000000000176,74.7,50.0,5.3,39.9,48.03,0,6.3,0.96,1
-13.049999999999994,-60.35000000000018,80.4,202.5,0.5,8.55,12.42,1,7.1,1.79,0
-13.049999999999994,-60.30000000000018,79.8,158.8,0.6,1.92,4.94,0,8.1,3.03,0
-13.049999999999994,-60.250000000000185,80.3,201.6,0.8,2.31,7.73,0,16.1,2.87,0
-13.049999999999994,-60.20000000000019,82.3,115.0,1.4,7.6,31.0,1,9.6,0.92,0
-13.049999999999994,-60.15000000000019,51.1,260.5,3.6,23.21,33.13,0,1.4,2.1,0
-13.049999999999994,-60.10000000000019,61.2,278.8,0.7,25.38,10.44,0,15.0,1.03,1
-13.049999999999994,-60.050000000000196,78.5,293.6,2.5,4.88,7.92,1,18.2,0.99,0
-12.999999999999993,-63.5,78.6,169.4,3.5,3.58,25.98,0,11.7,3.15,0
-12.999999999999993,-63.45,55.5,115.2,2.5,29.08,16.38,0,46.5,0.31,0
-12.999999999999993,-63.400000000000006,76.4,228.1,1.1,17.86,33.2,0,28.8,3.3,0
-12.999999999999993,-63.35000000000001,64.6,340.5,0.9,1.69,21.53,0,21.7,3.56,1
-12.999999999999993,-63.30000000000001,57.9,205.6,2.6,8.33,9.64,0,22.9,3.23,0
-12.999999999999993,-63.250000000000014,91.2,236.2,4.1,14.13,54.4,1,12.9,0.0,0
-12.999999999999993,-63.20000000000002,69.1,181.2,0.9,30.58,3.59,1,16.5,0.0,0
-12.999999999999993,-63.15000000000002,57.9,159.7,8.5,1.9,3.49,1,2.8,1.66,0
-12.999999999999993,-63.10000000000002,90.8,252.7,1.9,29.98,18.38,1,4.9,0.0,0
-12.999999999999993,-63.050000000000026,51.3,191.5,2.1,2.84,3.2,0,1.3,2.57,0
-12.999999999999993,-63.00000000000003,80.9,232.3,9.3,5.49,29.03,0,1.3,1.83,0
-12.999999999999993,-62.95000000000003,83.0,240.6,3.9,22.42,45.91,0,3.0,1.5,0
-12.999999999999993,-62.900000000000034,53.3,227.8,8.4,55.15,7.97,0,5.7,0.05,0
-12.999999999999993,-62.85000000000004,96.7,244.6,2.7,0.72,8.81,0,1.5,5.42,1
-12.999999999999993,-62.80000000000004,77.8,131.8,0.4,44.5,4.12,0,0.6,3.02,0
-12.999999999999993,-62.75000000000004,93.8,126.9,0.2,4.98,3.8,1,11.7,1.18,1
-12.999999999999993,-62.700000000000045,55.1,196.6,3.3,15.18,17.1,0,4.2,3.67,0
-12.999999999999993,-62.65000000000005,64.2,198.5,2.4,7.33,0.94,1,16.9,0.38,0
-12.999999999999993,-62.60000000000005,78.4,158.2,10.4,14.2,63.9,0,7.2,5.49,0
-12.999999999999993,-62.550000000000054,79.6,219.3,9.9,16.43,10.45,0,6.9,1.4,1
-12.999999999999993,-62.50000000000006,85.6,272.7,8.9,20.96,26.27,0,1.0,1.39,0
-12.999999999999993,-62.45000000000006,58.6,295.0,3.0,0.16,8.23,0,1.9,3.5,1
-12.999999999999993,-62.40000000000006,93.9,313.0,3.2,14.84,36.86,0,3.3,4.67,1
-12.999999999999993,-62.350000000000065,67.7,94.8,1.5,6.68,63.54,0,5.8,6.1,0
-12.999999999999993,-62.30000000000007,65.6,107.0,4.0,9.86,22.79,0,9.7,1.49,0
-12.999999999999993,-62.25000000000007,98.8,176.8,2.4,43.09,5.57,0,19.5,2.39,0
-12.999999999999993,-62.200000000000074,65.8,206.4,1.0,20.87,46.09,0,3.7,0.76,0
-12.999999999999993,-62.15000000000008,77.8,180.9,2.2,8.27,15.51,0,4.1,2.23,1
-12.999999999999993,-62.10000000000008,52.2,155.8,1.5,13.44,7.25,0,4.5,1.38,0
-12.999999999999993,-62.05000000000008,80.3,175.6,1.8,27.47,27.8,1,19.0,0.0,0
-12.999999999999993,-62.000000000000085,66.5,238.7,0.4,35.05,4.62,0,25.4,0.79,0
-12.999999999999993,-61.95000000000009,17.4,93.6,1.8,6.73,0.35,0,29.4,4.6,1
-12.999999999999993,-61.90000000000009,45.3,387.5,0.5,1.52,18.25,0,6.8,3.79,0
-12.999999999999993,-61.850000000000094,67.3,201.7,2.2,17.29,63.22,1,2.2,0.0,0
-12.999999999999993,-61.8000000000001,60.5,284.1,0.4,7.73,10.5,0,5.9,1.75,0
-12.999999999999993,-61.7500000000001,83.6,153.6,3.2,1.99,18.29,0,5.6,6.13,0
-12.999999999999993,-61.7000000000001,36.6,245.9,1.9,15.08,15.16,0,1.4,1.24,1
-12.999999999999993,-61.650000000000105,90.9,208.0,3.8,2.97,1.59,0,10.8,2.44,0
-12.999999999999993,-61.60000000000011,75.9,268.5,2.2,2.64,10.31,0,11.3,5.93,0
-12.999999999999993,-61.55000000000011,58.8,184.1,3.6,23.97,13.65,1,5.4,0.0,0
-12.999999999999993,-61.500000000000114,81.7,324.1,1.1,11.95,33.37,0,7.4,2.3,0
-12.999999999999993,-61.45000000000012,85.4,80.6,1.6,10.62,18.3,0,3.8,2.25,0
-12.999999999999993,-61.40000000000012,69.1,275.9,1.1,4.24,18.62,0,10.3,3.62,0
-12.999999999999993,-61.35000000000012,89.9,209.5,0.5,17.87,27.56,0,0.9,2.14,0
-12.999999999999993,-61.300000000000125,64.5,118.5,0.2,11.47,20.84,0,7.9,1.15,0
-12.999999999999993,-61.25000000000013,63.6,356.2,3.4,11.66,2.14,0,1.1,2.96,1
-12.999999999999993,-61.20000000000013,93.3,347.9,0.7,3.63,14.31,0,0.1,3.68,0
-12.999999999999993,-61.150000000000134,90.2,50.0,3.8,51.14,3.31,0,5.7,2.68,0
-12.999999999999993,-61.100000000000136,94.6,214.1,0.5,17.84,2.9,0,20.8,0.64,0
-12.999999999999993,-61.05000000000014,52.0,256.5,1.3,3.67,19.37,0,5.3,2.12,0
-12.999999999999993,-61.00000000000014,83.8,235.3,2.4,8.39,0.87,0,13.5,4.36,0
-12.999999999999993,-60.950000000000145,82.6,321.2,1.4,32.98,4.91,1,2.8,0.0,0
-12.999999999999993,-60.90000000000015,62.3,304.6,5.2,34.78,14.45,0,25.1,0.4,0
-12.999999999999993,-60.85000000000015,65.6,221.2,2.7,10.52,4.5,0,3.0,2.1,0
-12.999999999999993,-60.80000000000015,53.0,382.2,0.9,53.64,42.56,0,14.8,5.58,0
-12.999999999999993,-60.750000000000156,73.5,274.9,1.4,13.64,7.07,1,1.7,2.35,0
-12.999999999999993,-60.70000000000016,79.0,171.9,6.9,7.91,17.42,0,53.0,1.55,0
-12.999999999999993,-60.65000000000016,74.8,155.8,1.1,3.43,35.14,0,15.1,3.78,0
-12.999999999999993,-60.600000000000165,75.0,299.5,1.3,9.4,10.33,0,38.1,2.63,0
-12.999999999999993,-60.55000000000017,58.0,136.6,3.1,43.14,44.03,1,19.2,0.0,0
-12.999999999999993,-60.50000000000017,65.1,167.2,9.1,35.42,8.15,1,6.8,4.07,0
-12.999999999999993,-60.45000000000017,69.9,180.8,2.2,34.5,2.22,0,15.4,0.44,0
-12.999999999999993,-60.400000000000176,67.5,228.5,0.6,3.6,6.13,1,6.6,2.77,0
-12.999999999999993,-60.35000000000018,75.1,184.5,30.0,17.15,5.91,0,9.6,0.98,0
-12.999999999999993,-60.30000000000018,87.7,94.6,0.6,31.81,2.22,1,1.5,0.0,0
-12.999999999999993,-60.250000000000185,64.1,293.0,3.5,36.79,29.0,0,32.7,0.99,0
-12.999999999999993,-60.20000000000019,91.5,167.6,0.9,11.58,9.87,1,13.3,1.16,0
-12.999999999999993,-60.15000000000019,92.4,361.6,7.0,16.17,14.56,1,0.8,2.83,0
-12.999999999999993,-60.10000000000019,56.3,224.3,3.9,0.5,19.06,1,15.7,2.23,0
-12.999999999999993,-60.050000000000196,47.7,301.4,0.8,28.13,19.92,0,8.2,1.55,0
-12.949999999999992,-63.5,80.0,250.5,0.2,22.97,41.48,0,9.8,0.33,0
-12.949999999999992,-63.45,73.3,305.2,8.6,27.02,41.51,0,11.7,0.21,0
-12.949999999999992,-63.400000000000006,84.9,245.6,2.5,1.78,45.83,0,2.1,3.39,0
-12.949999999999992,-63.35000000000001,80.9,218.8,2.0,53.71,8.91,1,11.2,0.0,0
-12.949999999999992,-63.30000000000001,85.8,287.5,11.0,5.1,20.66,0,19.3,4.27,0
-12.949999999999992,-63.250000000000014,73.0,398.9,6.3,8.7,45.39,0,9.9,3.25,0
-12.949999999999992,-63.20000000000002,81.4,178.4,0.8,13.82,37.49,0,2.8,3.58,0
-12.949999999999992,-63.15000000000002,56.1,263.6,1.4,17.84,54.26,1,15.8,0.0,0
-12.949999999999992,-63.10000000000002,70.5,199.6,0.8,15.16,58.19,0,21.5,1.74,1
-12.949999999999992,-63.050000000000026,71.9,240.5,6.6,5.64,26.05,0,30.5,1.95,0
-12.949999999999992,-63.00000000000003,77.4,203.4,6.8,29.89,58.18,0,42.5,0.43,0
-12.949999999999992,-62.95000000000003,43.3,50.0,12.5,4.23,13.68,0,33.6,6.32,0
-12.949999999999992,-62.900000000000034,52.3,184.0,1.9,2.7,1.17,0,13.2,7.06,0
-12.949999999999992,-62.85000000000004,70.5,280.0,1.0,10.71,3.69,0,2.7,1.58,0
-12.949999999999992,-62.80000000000004,68.9,138.8,0.8,2.34,12.16,0,14.3,3.27,0
-12.949999999999992,-62.75000000000004,66.4,273.7,9.4,51.83,0.69,0,0.3,0.2,0
-12.949999999999992,-62.700000000000045,70.2,214.7,4.4,18.17,4.36,1,18.3,1.44,0
-12.949999999999992,-62.65000000000005,57.2,184.7,5.6,5.5,9.36,0,27.3,3.04,0
-12.949999999999992,-62.60000000000005,74.6,272.5,5.2,5.96,28.59,0,0.0,3.48,0
-12.949999999999992,-62.550000000000054,86.1,254.5,1.2,27.57,10.1,1,28.1,0.73,0
-12.949999999999992,-62.50000000000006,78.6,233.6,5.1,5.71,13.26,1,4.7,0.54,0
-12.949999999999992,-62.45000000000006,48.6,281.3,0.6,11.72,52.71,0,8.2,1.75,0
-12.949999999999992,-62.40000000000006,93.5,216.2,3.5,30.98,36.29,0,0.3,0.41,0
-12.949999999999992,-62.350000000000065,93.0,68.4,1.7,10.7,19.05,0,11.1,2.83,0
-12.949999999999992,-62.30000000000007,87.8,169.8,5.1,11.08,43.5,0,1.0,2.14,0
-12.949999999999992,-62.25000000000007,84.7,55.6,0.5,5.58,26.66,0,2.7,4.51,1
-12.949999999999992,-62.200000000000074,83.9,252.6,3.9,13.46,0.77,0,20.8,4.6,0
-12.949999999999992,-62.15000000000008,51.0,271.7,1.2,13.56,54.79,0,18.6,2.07,0
-12.949999999999992,-62.10000000000008,85.6,275.3,4.2,59.17,6.43,0,13.3,0.13,0
-12.949999999999992,-62.05000000000008,83.6,239.1,6.2,22.56,16.49,1,5.8,0.0,0
-12.949999999999992,-62.000000000000085,87.3,277.4,1.6,19.27,30.21,0,15.6,1.43,0
-12.949999999999992,-61.95000000000009,60.4,73.9,2.6,1.2,9.12,1,2.7,2.45,0
-12.949999999999992,-61.90000000000009,80.1,191.4,1.6,18.16,12.63,0,11.6,1.09,0
-12.949999999999992,-61.850000000000094,62.8,86.8,1.3,3.44,1.11,1,0.7,1.57,0
-12.949999999999992,-61.8000000000001,90.2,171.3,0.5,15.2,4.47,1,9.6,1.94,0
-12.949999999999992,-61.7500000000001,32.8,329.3,2.2,0.86,2.62,0,7.3,4.28,0
-12.949999999999992,-61.7000000000001,73.3,287.5,8.6,1.96,8.68,0,1.0,2.95,0
-12.949999999999992,-61.650000000000105,91.8,253.0,1.9,32.97,3.08,0,3.5,0.25,1
-12.949999999999992,-61.60000000000011,60.2,185.5,3.8,9.93,58.75,1,14.0,1.98,0
-12.949999999999992,-61.55000000000011,92.2,120.5,5.7,11.47,17.24,0,1.3,1.16,0
-12.949999999999992,-61.500000000000114,75.9,215.0,2.0,29.86,0.13,1,14.6,0.0,0
-12.949999999999992,-61.45000000000012,76.7,288.9,7.2,25.74,21.18,1,3.3,0.1,0
-12.949999999999992,-61.40000000000012,87.9,232.8,0.2,16.15,21.95,0,2.4,2.57,0
-12.949999999999992,-61.35000000000012,36.2,73.1,18.3,7.87,10.09,0,24.9,1.43,0
-12.949999999999992,-61.300000000000125,77.5,208.4,1.7,14.83,1.91,1,3.9,0.0,0
-12.949999999999992,-61.25000000000013,70.9,50.0,13.6,24.26,12.31,1,12.8,0.16,0
-12.949999999999992,-61.20000000000013,86.8,264.3,4.9,42.15,30.57,0,3.8,0.57,0
-12.949999999999992,-61.150000000000134,54.4,144.6,1.0,19.96,52.02,0,10.6,0.64,0
-12.949999999999992,-61.100000000000136,62.1,102.2,2.6,1.32,0.53,0,14.3,15.0,1
-12.949999999999992,-61.05000000000014,67.5,265.4,0.1,35.99,1.41,0,1.7,3.3,0
-12.949999999999992,-61.00000000000014,57.5,244.8,3.3,0.1,4.63,0,1.8,7.45,0
-12.949999999999992,-60.950000000000145,69.6,218.6,4.5,26.35,11.99,1,3.8,0.77,0
-12.949999999999992,-60.90000000000015,70.8,375.3,0.5,11.93,12.69,0,5.5,1.44,0
-12.949999999999992,-60.85000000000015,76.6,250.8,1.5,20.16,5.65,0,0.7,0.89,0
-12.949999999999992,-60.80000000000015,68.1,148.4,3.1,2.24,24.98,0,6.5,3.88,1
-12.949999999999992,-60.750000000000156,58.7,241.5,1.7,11.13,11.01,1,3.7,0.38,0
-12.949999999999992,-60.70000000000016,62.0,177.1,1.2,10.22,46.31,0,4.8,1.41,0
-12.949999999999992,-60.65000000000016,53.9,301.3,1.3,8.22,32.85,0,13.5,2.75,0
-12.949999999999992,-60.600000000000165,58.2,222.5,0.7,9.01,7.89,0,52.3,1.76,0
-12.949999999999992,-60.55000000000017,75.2,230.4,3.5,23.53,37.35,0,11.4,2.03,0
-12.949999999999992,-60.50000000000017,71.8,84.6,2.6,20.57,1.9,0,9.9,0.56,1
-12.949999999999992,-60.45000000000017,74.4,204.9,8.0,5.16,4.08,0,13.7,1.95,0
-12.949999999999992,-60.400000000000176,94.7,195.5,3.7,7.79,13.87,0,19.2,6.24,1
-12.949999999999992,-60.35000000000018,69.3,118.1,0.6,11.9,115.21,0,9.4,9.35,0
-12.949999999999992,-60.30000000000018,68.7,182.3,2.5,6.93,15.23,0,12.0,3.67,0
-12.949999999999992,-60.250000000000185,56.5,234.9,5.3,70.34,41.72,1,7.4,1.7,0
-12.949999999999992,-60.20000000000019,98.6,199.7,17.6,4.57,27.73,0,6.6,2.57,0
-12.949999999999992,-60.15000000000019,92.3,87.0,0.1,7.71,24.78,1,3.1,0.0,0
-12.949999999999992,-60.10000000000019,69.9,178.1,2.4,26.8,13.65,0,5.0,1.91,0
-12.949999999999992,-60.050000000000196,77.3,162.6,1.3,65.27,2.06,0,19.9,1.36,0
-12.899999999999991,-63.5,79.8,215.5,1.0,8.34,21.22,0,8.3,2.0,0
-12.899999999999991,-63.45,56.5,206.8,2.7,10.25,32.24,0,1.5,1.08,0
-12.899999999999991,-63.400000000000006,89.7,167.1,2.5,28.13,7.33,0,6.4,1.14,0
-12.899999999999991,-63.35000000000001,48.7,163.9,4.8,0.1,4.61,0,22.4,3.42,0
-12.899999999999991,-63.30000000000001,73.4,205.4,1.2,3.04,71.14,1,2.7,0.92,0
-12.899999999999991,-63.250000000000014,76.6,277.0,0.8,27.95,6.87,0,13.3,1.28,0
-12.899999999999991,-63.20000000000002,55.4,222.3,3.1,4.35,12.56,0,35.0,7.99,0
-12.899999999999991,-63.15000000000002,57.1,313.8,0.6,11.3,6.12,0,4.5,1.8,0
-12.899999999999991,-63.10000000000002,89.7,290.7,4.9,59.85,26.56,0,6.5,0.72,0
-12.899999999999991,-63.050000000000026,83.8,319.7,5.6,3.29,18.25,0,15.6,4.63,0
-12.899999999999991,-63.00000000000003,94.1,309.5,9.8,5.53,3.23,1,2.4,0.7,0
-12.899999999999991,-62.95000000000003,42.3,325.0,0.5,52.36,29.21,1,17.1,0.0,0
-12.899999999999991,-62.900000000000034,59.4,107.7,2.6,36.7,29.13,1,4.2,0.03,0
-12.899999999999991,-62.85000000000004,74.8,251.8,4.5,8.51,11.84,0,0.0,1.62,0
-12.899999999999991,-62.80000000000004,76.9,297.5,8.4,9.08,19.18,0,36.9,2.56,0
-12.899999999999991,-62.75000000000004,88.8,311.9,3.5,2.73,30.7,0,5.7,5.89,0
-12.899999999999991,-62.700000000000045,71.6,138.3,2.0,22.06,9.15,0,7.3,2.27,0
-12.899999999999991,-62.65000000000005,41.5,252.6,2.3,1.12,48.05,0,2.8,3.75,0
-12.899999999999991,-62.60000000000005,57.6,206.0,0.5,46.86,7.35,0,4.0,4.9,0
-12.899999999999991,-62.550000000000054,78.2,347.8,10.3,7.88,49.27,0,7.9,3.04,0
-12.899999999999991,-62.50000000000006,26.3,89.0,2.2,1.11,46.83,1,29.2,1.9,0
-12.899999999999991,-62.45000000000006,81.2,138.5,2.3,19.27,82.3,1,8.6,3.35,0
-12.899999999999991,-62.40000000000006,69.9,55.1,0.4,24.54,0.94,1,1.4,0.39,0
-12.899999999999991,-62.350000000000065,49.8,211.6,6.2,8.24,49.45,0,12.5,1.77,0
-12.899999999999991,-62.30000000000007,66.0,381.1,3.1,16.04,34.41,1,17.5,0.99,0
-12.899999999999991,-62.25000000000007,36.9,196.5,16.8,12.07,14.22,0,19.7,4.07,0
-12.899999999999991,-62.200000000000074,94.1,208.1,2.3,30.52,17.77,0,13.1,3.04,1
-12.899999999999991,-62.15000000000008,87.3,244.0,5.4,9.99,3.66,0,5.3,1.4,0
-12.899999999999991,-62.10000000000008,69.8,190.7,10.7,45.27,3.62,0,6.0,1.15,0
-12.899999999999991,-62.05000000000008,78.3,229.3,0.1,23.42,42.18,0,2.6,1.75,0
-12.899999999999991,-62.000000000000085,65.4,231.4,0.1,13.36,13.73,1,3.7,0.0,0
-12.899999999999991,-61.95000000000009,71.9,132.4,0.4,4.79,71.48,0,15.4,2.43,0
-12.899999999999991,-61.90000000000009,75.3,192.5,5.2,3.64,1.66,1,13.9,2.16,0
-12.899999999999991,-61.850000000000094,76.6,259.4,2.0,28.65,3.85,0,15.7,0.48,0
-12.899999999999991,-61.8000000000001,63.4,274.3,2.2,4.07,1.21,1,12.9,1.45,0
-12.899999999999991,-61.7500000000001,85.6,303.9,1.2,9.97,78.84,1,5.9,2.49,0
-12.899999999999991,-61.7000000000001,70.3,226.8,11.9,5.41,4.28,0,2.2,5.89,0
-12.899999999999991,-61.650000000000105,84.0,228.5,15.1,8.28,18.33,1,3.2,0.36,0
-12.899999999999991,-61.60000000000011,84.5,260.0,10.9,0.38,20.71,0,1.0,3.86,0
-12.899999999999991,-61.55000000000011,93.8,152.4,3.8,3.63,56.0,0,4.1,2.71,1
-12.899999999999991,-61.500000000000114,69.1,149.1,0.6,16.37,22.9,0,21.0,3.81,0
-12.899999999999991,-61.45000000000012,64.3,190.0,6.2,20.51,39.73,0,8.4,2.83,0
-12.899999999999991,-61.40000000000012,78.1,98.0,3.1,33.78,0.79,0,0.9,4.46,0
-12.899999999999991,-61.35000000000012,76.3,232.6,2.8,4.23,27.69,0,2.6,4.4,0
-12.899999999999991,-61.300000000000125,91.3,283.9,3.1,1.43,14.66,0,2.9,4.57,0
-12.899999999999991,-61.25000000000013,48.9,143.2,0.5,3.05,13.03,0,9.8,2.47,1
-12.899999999999991,-61.20000000000013,83.2,234.8,1.3,10.61,21.58,1,10.4,0.0,0
-12.899999999999991,-61.150000000000134,68.5,149.7,1.0,3.06,0.1,1,7.2,2.42,0
-12.899999999999991,-61.100000000000136,37.0,118.7,1.3,9.6,2.22,0,32.7,1.53,0
-12.899999999999991,-61.05000000000014,72.8,364.4,0.7,24.62,4.39,0,5.4,1.36,0
-12.899999999999991,-61.00000000000014,74.6,119.8,0.2,29.27,69.08,0,14.1,0.33,0
-12.899999999999991,-60.950000000000145,70.4,97.7,0.6,15.97,4.75,0,7.3,1.51,0
-12.899999999999991,-60.90000000000015,28.1,217.2,0.6,11.34,59.68,0,5.1,5.19,1
-12.899999999999991,-60.85000000000015,43.4,221.5,4.3,10.17,5.41,1,9.6,3.66,0
-12.899999999999991,-60.80000000000015,82.9,253.4,3.8,13.03,29.85,0,2.8,2.51,0
-12.899999999999991,-60.750000000000156,78.0,360.1,10.1,9.5,2.7,0,3.8,2.49,1
-12.899999999999991,-60.70000000000016,92.3,137.8,2.9,0.24,2.37,0,15.9,8.57,0
-12.899999999999991,-60.65000000000016,65.8,153.7,1.1,9.33,9.27,1,28.4,9.04,1
-12.899999999999991,-60.600000000000165,60.3,328.7,4.1,4.72,32.77,0,14.9,4.13,0
-12.899999999999991,-60.55000000000017,84.2,275.1,7.4,0.22,32.71,0,9.3,6.27,0
-12.899999999999991,-60.50000000000017,66.9,264.0,0.5,3.92,11.12,0,4.8,2.74,0
-12.899999999999991,-60.45000000000017,88.1,152.8,5.1,14.13,0.29,0,2.1,1.07,1
-12.899999999999991,-60.400000000000176,80.8,290.1,1.4,0.1,18.67,0,3.3,3.09,0
-12.899999999999991,-60.35000000000018,55.5,264.3,5.2,1.46,5.77,0,5.8,8.42,1
-12.899999999999991,-60.30000000000018,52.9,215.2,0.0,5.57,44.51,0,20.4,1.88,0
-12.899999999999991,-60.250000000000185,83.7,153.2,2.9,12.52,0.29,0,0.5,1.64,1
-12.899999999999991,-60.20000000000019,37.1,208.5,0.5,11.94,3.03,1,7.0,0.22,0
-12.899999999999991,-60.15000000000019,32.3,331.9,1.0,10.81,3.85,1,20.9,1.89,0
-12.899999999999991,-60.10000000000019,89.6,112.5,0.5,14.87,15.59,1,26.7,0.0,0
-12.899999999999991,-60.050000000000196,69.0,136.0,4.6,0.22,3.78,0,27.1,3.72,0
-12.84999999999999,-63.5,65.4,149.8,0.1,1.63,4.44,1,2.2,1.25,0
-12.84999999999999,-63.45,49.5,167.1,5.9,35.56,81.0,1,4.0,0.31,0
-12.84999999999999,-63.400000000000006,67.6,198.7,0.6,4.78,3.33,0,21.9,2.5,0
-12.84999999999999,-63.35000000000001,94.0,276.7,1.5,20.43,32.98,0,10.6,0.41,0
-12.84999999999999,-63.30000000000001,59.1,236.9,0.5,0.91,15.98,0,2.4,3.22,0
-12.84999999999999,-63.250000000000014,96.6,204.9,4.6,7.7,4.39,1,12.0,3.5,0
-12.84999999999999,-63.20000000000002,80.0,222.2,5.0,9.35,8.32,0,6.5,1.48,0
-12.84999999999999,-63.15000000000002,65.9,249.9,0.3,15.08,0.62,0,12.4,0.68,1
-12.84999999999999,-63.10000000000002,64.9,65.5,0.3,29.63,0.16,1,11.6,0.0,0
-12.84999999999999,-63.050000000000026,58.0,285.7,1.0,7.82,2.17,1,8.0,3.0,0
-12.84999999999999,-63.00000000000003,90.4,133.9,0.8,2.52,0.96,0,2.6,2.59,0
-12.84999999999999,-62.95000000000003,68.4,164.5,0.6,9.45,13.78,1,7.5,1.69,0
-12.84999999999999,-62.900000000000034,76.6,227.2,0.6,0.81,17.05,0,7.2,3.7,0
-12.84999999999999,-62.85000000000004,69.6,194.0,0.6,24.16,8.94,1,26.1,0.0,0
