lat,lon,tree_cover_2000_pct,elevation_m,slope_deg,dist_to_road_km,dist_to_deforestation_frontier_km,protected_area,population_density_per_km2,annual_loss_rate_pct,exg_change_2018_2019,high_risk,loss_year
7.699999999999996,125.13999999999989,72.9,0.0,0.0,0.68,12.52,0,46.7,0.16,0.0434,0,0
7.699999999999996,125.15999999999988,77.7,0.0,0.0,0.13,11.08,0,49.4,0.16,0.0879,0,0
7.699999999999996,125.19999999999986,83.8,0.0,0.0,1.0,6.98,0,45.2,0.16,0.2586,0,0
7.699999999999996,125.21999999999986,74.3,0.0,0.0,1.34,4.94,0,43.7,0.16,0.313,0,0
7.699999999999996,125.27999999999984,63.8,0.0,0.0,0.53,3.13,0,47.4,0.16,0.7176,0,0
7.699999999999996,125.29999999999984,64.0,0.0,0.0,1.75,4.94,0,42.0,0.16,0.4181,0,0
7.699999999999996,125.33999999999985,60.5,0.0,0.0,2.15,6.67,0,40.3,0.16,0.4973,0,0
7.699999999999996,125.35999999999984,68.0,0.0,0.0,1.91,4.94,0,41.3,0.16,0.2527,0,0
7.699999999999996,125.37999999999982,52.9,0.0,0.0,0.87,3.13,0,45.8,0.16,0.4529,0,0
7.699999999999996,125.41999999999982,70.0,0.0,0.0,0.62,0.0,0,47.0,0.65,0.3087,1,23
7.699999999999996,125.4599999999998,52.6,0.0,0.0,3.41,3.13,0,35.6,0.16,0.5,0,0
7.699999999999996,125.4799999999998,53.2,0.0,0.0,5.55,4.94,0,28.7,0.16,0.6082,0,0
7.719999999999995,124.5,85.9,0.0,0.0,14.47,11.88,0,11.8,0.16,0.2736,0,0
7.719999999999995,124.52,78.1,0.0,0.0,13.98,9.87,0,12.4,0.16,0.4402,0,0
7.719999999999995,124.54,55.0,0.0,0.0,12.0,7.97,0,15.1,0.16,0.3433,0,0
7.719999999999995,124.56,71.4,0.0,0.0,9.92,6.26,0,18.5,0.16,0.4289,0,0
7.719999999999995,124.57999999999998,58.4,0.0,0.0,7.9,4.96,0,22.7,0.16,0.319,0,0
7.719999999999995,124.59999999999998,90.5,0.0,0.0,5.85,4.45,0,27.9,0.16,0.3521,0,0
7.719999999999995,124.61999999999998,91.0,0.0,0.0,3.98,4.96,0,33.6,0.16,0.3733,0,0
7.719999999999995,124.63999999999996,87.7,0.0,0.0,2.68,6.26,0,38.2,0.16,0.4301,0,0
7.719999999999995,124.65999999999995,58.9,0.0,0.0,2.24,6.67,0,40.0,0.16,0.2021,0,0
7.719999999999995,124.85999999999991,93.5,0.0,0.0,1.1,14.19,0,44.8,0.16,0.0846,0,0
7.719999999999995,124.89999999999992,75.8,0.0,0.0,0.98,11.96,0,45.3,0.16,0.3462,0,0
7.719999999999995,124.9999999999999,79.2,0.0,0.0,1.14,6.67,0,44.6,0.16,0.2471,0,0
7.719999999999995,125.03999999999988,74.6,0.0,0.0,0.44,8.0,0,47.8,0.16,0.4514,0,0
7.719999999999995,125.09999999999988,62.2,0.0,0.0,0.69,11.08,0,46.7,0.16,0.0872,0,0
7.719999999999995,125.11999999999988,72.9,0.0,0.0,0.86,12.52,0,45.9,0.16,0.1589,0,0
7.719999999999995,125.13999999999989,77.7,0.0,0.0,0.38,11.05,0,48.1,0.16,0.2371,0,0
7.719999999999995,125.15999999999988,51.1,0.0,0.0,1.98,9.39,0,41.0,0.16,0.1337,0,0
7.719999999999995,125.21999999999986,80.6,0.0,0.0,1.92,4.41,0,41.3,0.16,0.3,0,0
7.719999999999995,125.25999999999983,63.8,0.0,0.0,3.46,0.0,0,35.4,0.65,0.282,0,9
7.719999999999995,125.27999999999984,64.0,0.0,0.0,2.72,2.2,0,38.1,0.16,0.3483,0,0
7.719999999999995,125.29999999999984,86.4,0.0,0.0,3.36,4.41,0,35.7,0.16,0.4359,0,0
7.719999999999995,125.31999999999984,60.5,0.0,0.0,4.72,4.96,0,31.2,0.16,0.4552,0,0
7.719999999999995,125.35999999999984,52.9,0.0,0.0,2.86,4.96,0,37.6,0.16,0.2146,0,0
7.719999999999995,125.39999999999982,72.2,0.0,0.0,1.42,3.13,0,43.4,0.16,-0.0119,0,0
7.719999999999995,125.41999999999982,56.6,0.0,0.0,1.27,2.22,0,44.0,0.16,0.7502,0,0
7.719999999999995,125.4399999999998,52.6,0.0,0.0,2.88,3.13,0,37.5,0.16,0.3509,0,0
7.719999999999995,125.4599999999998,53.2,0.0,0.0,4.59,4.94,0,31.6,0.16,0.2184,0,0
7.719999999999995,125.4799999999998,92.2,0.0,0.0,6.36,6.26,0,26.5,0.16,0.1884,0,0
7.739999999999995,124.5,78.1,0.0,0.0,13.35,11.24,0,13.2,0.16,0.1373,0,0
7.739999999999995,124.52,55.0,0.0,0.0,12.12,9.09,0,14.9,0.16,0.2194,0,0
7.739999999999995,124.54,54.3,0.0,0.0,11.19,6.97,0,16.3,0.16,0.3231,0,0
7.739999999999995,124.56,58.4,0.0,0.0,10.49,4.94,0,17.5,0.16,0.3214,0,0
7.739999999999995,124.57999999999998,90.5,0.0,0.0,8.87,3.13,0,20.6,0.16,0.2975,0,0
7.739999999999995,124.59999999999998,91.0,0.0,0.0,7.11,2.22,0,24.6,0.16,0.3523,0,0
7.739999999999995,124.61999999999998,87.7,0.0,0.0,5.67,3.13,0,28.4,0.16,0.3,0,0
7.739999999999995,124.63999999999996,58.9,0.0,0.0,4.31,4.94,0,32.5,0.16,0.2017,0,0
7.739999999999995,124.65999999999995,60.5,0.0,0.0,2.7,6.97,0,38.2,0.16,0.3677,0,0
7.739999999999995,124.67999999999996,84.6,0.0,0.0,2.4,9.09,0,39.3,0.16,0.8411,0,0
7.739999999999995,124.77999999999994,67.3,0.0,0.0,0.9,15.94,0,45.7,0.16,0.1469,0,0
7.739999999999995,124.95999999999992,90.6,0.0,0.0,0.62,6.26,0,47.0,0.16,0.1825,0,0
7.739999999999995,125.03999999999988,62.3,0.0,0.0,1.73,6.26,0,42.1,0.16,0.2662,0,0
7.739999999999995,125.11999999999988,77.7,0.0,0.0,0.29,11.88,0,48.6,0.16,0.5155,0,0
7.739999999999995,125.13999999999989,51.1,0.0,0.0,0.5,9.87,0,47.6,0.16,0.2767,0,0
7.739999999999995,125.17999999999986,74.3,0.0,0.0,2.2,6.26,0,40.1,0.16,0.2059,0,0
7.739999999999995,125.19999999999986,80.6,0.0,0.0,2.08,4.96,0,40.6,0.16,0.321,0,0
7.739999999999995,125.21999999999986,46.4,0.0,0.0,3.01,4.45,0,37.0,0.16,0.4045,0,0
7.739999999999995,125.23999999999984,63.8,0.0,0.0,4.75,3.13,0,31.1,0.16,0.4578,0,0
7.739999999999995,125.25999999999983,64.0,0.0,0.0,5.44,2.22,0,29.0,0.16,0.2633,0,0
7.739999999999995,125.27999999999984,86.4,0.0,0.0,4.94,3.13,0,30.5,0.16,0.5155,0,0
7.739999999999995,125.29999999999984,60.5,0.0,0.0,5.32,4.94,0,29.4,0.16,0.5664,0,0
7.739999999999995,125.31999999999984,68.0,0.0,0.0,4.81,3.13,0,30.9,0.16,0.4438,0,0
7.739999999999995,125.33999999999985,52.9,0.0,0.0,3.04,2.22,0,36.9,0.16,0.1646,0,0
7.739999999999995,125.37999999999982,72.2,0.0,0.0,1.04,4.94,0,45.1,0.16,0.138,0,0
7.739999999999995,125.39999999999982,56.6,0.0,0.0,0.94,4.96,0,45.5,0.16,0.1239,0,0
7.739999999999995,125.41999999999982,52.6,0.0,0.0,3.06,4.45,0,36.8,0.16,0.23,0,0
7.739999999999995,125.4399999999998,53.2,0.0,0.0,4.31,4.96,0,32.5,0.16,0.1688,0,0
7.739999999999995,125.4599999999998,92.2,0.0,0.0,5.91,6.26,0,27.7,0.16,0.4539,0,0
7.739999999999995,125.4799999999998,82.9,0.0,0.0,7.7,7.97,0,23.2,0.16,0.3688,0,0
7.759999999999994,124.5,55.0,0.0,0.0,11.67,11.02,0,15.6,0.16,0.5966,0,0
7.759999999999994,124.52,54.3,0.0,0.0,10.25,8.81,0,17.9,0.16,0.2635,0,0
7.759999999999994,124.54,78.4,0.0,0.0,9.13,6.61,0,20.1,0.16,0.2418,0,0
7.759999999999994,124.56,90.5,0.0,0.0,8.38,4.41,0,21.6,0.16,0.3444,0,0
7.759999999999994,124.57999999999998,91.0,0.0,0.0,7.88,2.2,0,22.7,0.16,0.2343,0,0
7.759999999999994,124.59999999999998,70.0,0.0,0.0,7.16,0.0,0,24.4,0.65,0.3239,0,16
7.759999999999994,124.61999999999998,58.9,0.0,0.0,5.39,2.2,0,29.2,0.16,0.4342,0,0
7.759999999999994,124.63999999999996,60.5,0.0,0.0,3.27,4.41,0,36.1,0.16,0.3874,0,0
7.759999999999994,124.65999999999995,84.6,0.0,0.0,1.27,6.61,0,44.0,0.16,0.1666,0,0
7.759999999999994,124.75999999999996,67.3,0.0,0.0,0.69,15.65,0,46.7,0.16,0.2281,0,0
7.759999999999994,124.77999999999994,71.0,0.0,0.0,0.4,16.18,0,48.0,0.16,0.3556,0,0
7.759999999999994,124.81999999999994,93.5,0.0,0.0,1.38,14.81,0,43.6,0.16,0.2228,0,0
7.759999999999994,124.83999999999992,57.0,0.0,0.0,0.19,12.88,0,49.1,0.16,0.3056,0,0
7.759999999999994,124.89999999999992,67.5,0.0,0.0,1.36,8.0,0,43.6,0.16,0.8927,0,0
7.759999999999994,124.9799999999999,66.8,0.0,0.0,1.08,3.13,0,44.9,0.16,0.1787,0,0
7.759999999999994,125.21999999999986,63.8,0.0,0.0,2.04,2.22,0,40.8,0.16,0.453,0,0
7.759999999999994,125.23999999999984,64.0,0.0,0.0,4.19,3.13,0,32.9,0.16,0.5773,0,0
7.759999999999994,125.25999999999983,86.4,0.0,0.0,6.38,4.45,0,26.4,0.16,0.3733,0,0
7.759999999999994,125.27999999999984,60.5,0.0,0.0,6.98,4.94,0,24.9,0.16,0.4153,0,0
7.759999999999994,125.29999999999984,68.0,0.0,0.0,5.17,3.13,0,29.8,0.16,0.326,0,0
7.759999999999994,125.31999999999984,52.9,0.0,0.0,3.19,2.2,0,36.3,0.16,0.1232,0,0
7.759999999999994,125.33999999999985,70.0,0.0,0.0,1.85,0.0,0,41.6,0.65,0.4227,1,21
7.759999999999994,125.37999999999982,56.6,0.0,0.0,1.69,4.41,0,42.2,0.16,-0.019,0,0
7.759999999999994,125.39999999999982,52.6,0.0,0.0,0.68,3.13,0,46.7,0.16,0.0808,0,0
7.759999999999994,125.41999999999982,53.2,0.0,0.0,2.79,2.22,0,37.8,0.16,0.6811,0,0
7.759999999999994,125.4399999999998,92.2,0.0,0.0,4.96,3.13,0,30.4,0.16,0.3484,0,0
7.759999999999994,125.4599999999998,82.9,0.0,0.0,7.15,4.94,0,24.5,0.16,0.3707,0,0
7.759999999999994,125.4799999999998,89.9,0.0,0.0,6.84,6.67,0,25.2,0.16,0.3688,0,0
7.779999999999994,124.5,54.3,0.0,0.0,9.93,9.39,0,18.5,0.16,0.2827,0,0
7.779999999999994,124.52,78.4,0.0,0.0,8.55,7.97,0,21.3,0.16,0.2864,0,0
7.779999999999994,124.54,47.2,0.0,0.0,7.17,6.26,0,24.4,0.16,0.3277,0,0
7.779999999999994,124.56,91.0,0.0,0.0,6.28,4.94,0,26.7,0.16,0.3827,0,0
7.779999999999994,124.57999999999998,87.7,0.0,0.0,5.67,3.13,0,28.4,0.16,0.2344,0,0
7.779999999999994,124.59999999999998,58.9,0.0,0.0,5.11,2.22,0,30.0,0.16,0.2496,0,0
7.779999999999994,124.61999999999998,60.5,0.0,0.0,4.55,3.13,0,31.7,0.16,0.2026,0,0
7.779999999999994,124.63999999999996,84.6,0.0,0.0,2.92,4.94,0,37.3,0.16,0.4254,0,0
7.779999999999994,124.67999999999996,91.7,0.0,0.0,0.65,9.09,0,46.9,0.16,0.1222,0,0
7.779999999999994,124.77999999999994,90.9,0.0,0.0,2.21,14.05,0,40.1,0.16,0.2561,0,0
7.779999999999994,124.89999999999992,75.6,0.0,0.0,0.69,6.26,0,46.7,0.16,0.4412,0,0
7.779999999999994,124.9999999999999,25.0,0.0,0.0,0.38,0.0,0,48.1,0.65,0.1643,0,11
7.779999999999994,125.03999999999988,62.2,0.0,0.0,0.98,4.41,0,45.3,0.16,0.6949,0,0
7.779999999999994,125.07999999999988,77.7,0.0,0.0,0.19,8.81,0,49.1,0.16,0.2027,0,0
7.779999999999994,125.13999999999989,74.3,0.0,0.0,0.31,7.97,0,48.5,0.16,0.12,0,0
7.779999999999994,125.17999999999986,46.4,0.0,0.0,0.95,4.41,0,45.5,0.16,0.222,0,0
7.779999999999994,125.19999999999986,63.8,0.0,0.0,1.64,2.2,0,42.4,0.16,0.3912,0,0
7.779999999999994,125.21999999999986,25.0,0.0,0.0,2.53,0.0,0,38.8,0.65,0.0439,0,4
7.779999999999994,125.23999999999984,86.4,0.0,0.0,4.45,2.2,0,32.0,0.16,0.2984,0,0
7.779999999999994,125.25999999999983,60.5,0.0,0.0,6.14,4.41,0,27.1,0.16,0.137,0,0
7.779999999999994,125.27999999999984,68.0,0.0,0.0,4.89,4.41,0,30.7,0.16,0.4376,0,0
7.779999999999994,125.29999999999984,52.9,0.0,0.0,4.46,2.2,0,32.0,0.16,0.4931,0,0
7.779999999999994,125.31999999999984,70.0,0.0,0.0,2.68,0.0,0,38.2,0.65,0.5065,1,20
7.779999999999994,125.33999999999985,72.2,0.0,0.0,0.62,2.2,0,47.0,0.16,0.1741,0,0
7.779999999999994,125.39999999999982,53.2,0.0,0.0,1.11,2.2,0,44.7,0.16,0.1622,0,0
7.779999999999994,125.41999999999982,70.0,0.0,0.0,3.08,0.0,0,36.7,0.65,0.5596,0,10
7.779999999999994,125.4399999999998,82.9,0.0,0.0,4.83,2.2,0,30.8,0.16,0.2942,0,0
7.779999999999994,125.4599999999998,89.9,0.0,0.0,5.07,4.41,0,30.1,0.16,0.3389,0,0
7.779999999999994,125.4799999999998,51.7,0.0,0.0,4.62,4.45,0,31.5,0.16,0.4373,0,0
7.799999999999994,124.5,78.4,0.0,0.0,8.26,7.97,0,21.9,0.16,0.2983,0,0
7.799999999999994,124.52,47.2,0.0,0.0,6.83,6.26,0,25.3,0.16,0.3182,0,0
7.799999999999994,124.54,78.8,0.0,0.0,5.42,4.94,0,29.1,0.16,0.3892,0,0
7.799999999999994,124.56,87.7,0.0,0.0,4.17,3.13,0,33.0,0.16,0.3212,0,0
7.799999999999994,124.57999999999998,58.9,0.0,0.0,3.48,2.2,0,35.3,0.16,0.0763,0,0
7.799999999999994,124.59999999999998,60.5,0.0,0.0,3.26,0.0,0,36.1,0.65,0.2,0,16
7.799999999999994,124.61999999999998,84.6,0.0,0.0,2.33,2.2,0,39.6,0.16,0.2714,0,0
7.799999999999994,124.67999999999996,93.7,0.0,0.0,0.84,7.97,0,46.0,0.16,0.2226,0,0
7.799999999999994,124.69999999999996,92.4,0.0,0.0,0.68,9.87,0,46.7,0.16,1.2468,0,0
7.799999999999994,125.0199999999999,62.2,0.0,0.0,0.07,3.13,0,49.7,0.16,0.0694,0,0
7.799999999999994,125.11999999999988,74.3,0.0,0.0,0.34,9.09,0,48.3,0.16,0.1732,0,0
7.799999999999994,125.17999999999986,63.8,0.0,0.0,0.27,3.13,0,48.7,0.16,0.329,0,0
7.799999999999994,125.21999999999986,86.4,0.0,0.0,2.37,2.22,0,39.4,0.16,0.6274,0,0
7.799999999999994,125.23999999999984,60.5,0.0,0.0,4.58,3.13,0,31.6,0.16,0.4501,0,0
7.799999999999994,125.25999999999983,68.0,0.0,0.0,4.78,4.94,0,31.0,0.16,0.2768,0,0
7.799999999999994,125.27999999999984,52.9,0.0,0.0,3.01,4.94,0,37.0,0.16,0.1701,0,0
7.799999999999994,125.29999999999984,81.6,0.0,0.0,2.24,3.13,0,40.0,0.16,0.6106,0,0
7.799999999999994,125.31999999999984,72.2,0.0,0.0,2.45,2.22,0,39.1,0.16,0.6379,0,0
7.799999999999994,125.33999999999985,56.6,0.0,0.0,2.17,3.13,0,40.2,0.16,0.256,0,0
7.799999999999994,125.37999999999982,53.2,0.0,0.0,1.07,0.0,0,44.9,0.65,-0.0708,0,5
7.799999999999994,125.41999999999982,82.9,0.0,0.0,1.85,2.22,0,41.6,0.16,0.6689,0,0
7.799999999999994,125.4399999999998,89.9,0.0,0.0,3.96,3.13,0,33.7,0.16,0.4196,0,0
7.799999999999994,125.4599999999998,51.7,0.0,0.0,3.18,3.13,0,36.4,0.16,0.184,0,0
7.799999999999994,125.4799999999998,55.8,0.0,0.0,2.4,2.22,0,39.3,0.16,0.113,0,0
7.819999999999993,124.5,47.2,0.0,0.0,6.61,6.97,0,25.8,0.16,0.319,0,0
7.819999999999993,124.52,78.8,0.0,0.0,5.17,4.94,0,29.8,0.16,0.3682,0,0
7.819999999999993,124.54,73.5,0.0,0.0,3.76,3.13,0,34.3,0.16,0.3813,0,0
7.819999999999993,124.56,58.9,0.0,0.0,2.29,2.2,0,39.8,0.16,0.146,0,0
7.819999999999993,124.57999999999998,60.5,0.0,0.0,1.38,0.0,0,43.6,0.65,0.2585,0,11
7.819999999999993,124.59999999999998,70.0,0.0,0.0,1.67,0.0,0,42.3,0.65,-0.1197,0,7
7.819999999999993,124.71999999999996,71.0,0.0,0.0,0.27,9.16,0,48.7,0.16,0.169,0,0
7.819999999999993,124.83999999999992,67.5,0.0,0.0,0.1,11.02,0,49.5,0.16,0.1786,0,0
7.819999999999993,124.89999999999992,79.2,0.0,0.0,0.66,4.41,0,46.8,0.16,0.4256,0,0
7.819999999999993,124.91999999999992,66.8,0.0,0.0,1.46,2.2,0,43.2,0.16,0.9471,0,0
7.819999999999993,124.93999999999993,70.0,0.0,0.0,2.47,0.0,0,39.1,0.65,0.2952,0,10
7.819999999999993,124.95999999999992,62.3,0.0,0.0,0.5,2.2,0,47.6,0.16,0.1118,0,0
7.819999999999993,125.0199999999999,72.9,0.0,0.0,0.71,4.96,0,46.6,0.16,0.2358,0,0
7.819999999999993,125.15999999999988,63.8,0.0,0.0,0.26,4.41,0,48.7,0.16,0.2452,0,0
7.819999999999993,125.17999999999986,64.0,0.0,0.0,0.97,2.2,0,45.4,0.16,0.1238,0,0
7.819999999999993,125.19999999999986,70.0,0.0,0.0,2.2,0.0,0,40.1,0.65,0.1961,0,2
7.819999999999993,125.23999999999984,68.0,0.0,0.0,4.01,2.22,0,33.5,0.16,0.1935,0,0
7.819999999999993,125.25999999999983,52.9,0.0,0.0,4.23,3.13,0,32.8,0.16,0.3598,0,0
7.819999999999993,125.27999999999984,81.6,0.0,0.0,2.03,4.94,0,40.8,0.16,0.1963,0,0
7.819999999999993,125.39999999999982,82.9,0.0,0.0,0.8,3.13,0,46.2,0.16,0.1267,0,0
7.819999999999993,125.41999999999982,89.9,0.0,0.0,2.45,4.45,0,39.1,0.16,0.3359,0,0
7.819999999999993,125.4399999999998,51.7,0.0,0.0,2.1,4.41,0,40.5,0.16,0.4587,0,0
7.819999999999993,125.4599999999998,55.8,0.0,0.0,1.0,2.2,0,45.2,0.16,0.7477,0,0
7.819999999999993,125.4799999999998,57.7,0.0,0.0,0.21,0.0,0,49.0,0.65,0.5774,1,20
7.839999999999993,124.5,78.8,0.0,0.0,4.77,6.26,0,31.0,0.16,0.3799,0,0
7.839999999999993,124.52,73.5,0.0,0.0,3.48,4.41,0,35.3,0.16,0.4385,0,0
7.839999999999993,124.54,82.4,0.0,0.0,2.09,2.2,0,40.6,0.16,0.2451,0,0
7.839999999999993,124.56,60.5,0.0,0.0,1.14,0.0,0,44.6,0.65,0.2156,0,16
7.839999999999993,124.57999999999998,70.0,0.0,0.0,0.84,0.0,0,46.0,0.65,0.1641,0,10
7.839999999999993,124.59999999999998,61.8,0.0,0.0,1.82,0.0,0,41.7,0.65,0.1725,0,10
7.839999999999993,124.61999999999998,70.0,0.0,0.0,1.06,0.0,0,45.0,0.65,0.738,0,10
7.839999999999993,124.63999999999996,93.7,0.0,0.0,0.44,2.2,0,47.8,0.16,0.077,0,0
7.839999999999993,124.75999999999996,57.0,0.0,0.0,0.9,7.03,0,45.7,0.16,0.1083,0,0
7.839999999999993,124.81999999999994,67.5,0.0,0.0,0.24,11.05,0,48.8,0.16,0.4279,0,0
7.839999999999993,124.93999999999993,62.3,0.0,0.0,1.37,0.0,0,43.6,0.65,0.2319,1,20
7.839999999999993,125.15999999999988,64.0,0.0,0.0,0.72,4.94,0,46.5,0.16,0.1484,0,0
7.839999999999993,125.17999999999986,86.4,0.0,0.0,1.02,3.13,0,45.2,0.16,0.1687,0,0
7.839999999999993,125.19999999999986,60.5,0.0,0.0,2.12,2.22,0,40.4,0.16,0.0432,0,0
7.839999999999993,125.21999999999986,68.0,0.0,0.0,1.3,2.2,0,43.9,0.16,0.1937,0,0
7.839999999999993,125.23999999999984,52.9,0.0,0.0,2.33,0.0,0,39.6,0.65,0.1598,1,19
7.839999999999993,125.25999999999983,81.6,0.0,0.0,3.95,2.2,0,33.7,0.16,0.4295,0,0
7.839999999999993,125.27999999999984,72.2,0.0,0.0,3.0,4.41,0,37.0,0.16,0.2479,0,0
7.839999999999993,125.29999999999984,56.6,0.0,0.0,2.23,6.26,0,40.0,0.16,0.2899,0,0
7.839999999999993,125.31999999999984,52.6,0.0,0.0,2.81,6.67,0,37.8,0.16,0.386,0,0
7.839999999999993,125.33999999999985,53.2,0.0,0.0,1.62,6.26,0,42.5,0.16,0.4396,0,0
7.839999999999993,125.35999999999984,92.2,0.0,0.0,0.61,4.96,0,47.0,0.16,0.1206,0,0
7.839999999999993,125.39999999999982,89.9,0.0,0.0,0.68,4.96,0,46.7,0.16,0.2314,0,0
7.839999999999993,125.41999999999982,51.7,0.0,0.0,1.85,6.26,0,41.6,0.16,0.4645,0,0
7.839999999999993,125.4399999999998,55.8,0.0,0.0,0.33,4.94,0,48.4,0.16,0.5674,0,0
7.839999999999993,125.4599999999998,57.7,0.0,0.0,1.03,3.13,0,45.1,0.16,0.383,0,0
7.839999999999993,125.4799999999998,87.4,0.0,0.0,0.96,2.22,0,45.4,0.16,0.8345,0,0
7.859999999999992,124.5,73.5,0.0,0.0,3.06,4.94,0,36.8,0.16,0.2477,0,0
7.859999999999992,124.52,82.4,0.0,0.0,1.91,3.13,0,41.3,0.16,0.3446,0,0
7.859999999999992,124.54,60.5,0.0,0.0,0.38,2.2,0,48.1,0.16,0.2707,0,0
7.859999999999992,124.56,70.0,0.0,0.0,0.86,0.0,0,45.9,0.65,0.2977,0,15
7.859999999999992,124.57999999999998,61.8,0.0,0.0,0.55,2.2,0,47.3,0.16,0.6256,0,0
7.859999999999992,124.59999999999998,70.0,0.0,0.0,2.12,0.0,0,40.4,0.65,0.0536,0,10
7.859999999999992,124.79999999999994,67.5,0.0,0.0,0.38,7.97,0,48.1,0.16,0.246,0,0
7.859999999999992,124.9799999999999,72.9,0.0,0.0,0.39,4.94,0,48.1,0.16,-0.0257,0,0
7.859999999999992,125.03999999999988,83.8,0.0,0.0,1.38,9.93,0,43.6,0.16,0.3663,0,0
7.859999999999992,125.09999999999988,46.4,0.0,0.0,0.69,11.88,0,46.7,0.16,0.1866,0,0
7.859999999999992,125.11999999999988,63.8,0.0,0.0,0.31,9.87,0,48.5,0.16,0.1917,0,0
7.859999999999992,125.15999999999988,86.4,0.0,0.0,1.84,6.26,0,41.6,0.16,-0.0343,0,0
7.859999999999992,125.17999999999986,60.5,0.0,0.0,0.2,4.96,0,49.0,0.16,0.2651,0,0
7.859999999999992,125.21999999999986,52.9,0.0,0.0,0.59,3.13,0,47.1,0.16,0.1805,0,0
7.859999999999992,125.25999999999983,72.2,0.0,0.0,2.49,2.22,0,39.0,0.16,0.3638,0,0
7.859999999999992,125.27999999999984,56.6,0.0,0.0,2.28,3.13,0,39.8,0.16,0.3743,0,0
7.859999999999992,125.29999999999984,52.6,0.0,0.0,2.21,4.94,0,40.1,0.16,0.1426,0,0
7.859999999999992,125.31999999999984,53.2,0.0,0.0,1.13,6.97,0,44.7,0.16,0.4222,0,0
7.859999999999992,125.33999999999985,92.2,0.0,0.0,1.81,8.0,0,41.7,0.16,0.1342,0,0
7.859999999999992,125.35999999999984,82.9,0.0,0.0,0.58,7.03,0,47.2,0.16,0.0718,0,0
7.859999999999992,125.37999999999982,89.9,0.0,0.0,0.78,6.67,0,46.2,0.16,0.3207,0,0
7.859999999999992,125.41999999999982,55.8,0.0,0.0,0.4,6.67,0,48.0,0.16,0.8264,0,0
7.859999999999992,125.4399999999998,57.7,0.0,0.0,1.22,6.26,0,44.3,0.16,0.3034,0,0
7.859999999999992,125.4599999999998,87.4,0.0,0.0,2.66,4.96,0,38.3,0.16,0.189,0,0
7.859999999999992,125.4799999999998,64.8,0.0,0.0,3.18,4.45,0,36.4,0.16,0.3566,0,0
7.879999999999992,124.5,82.4,0.0,0.0,2.14,4.41,0,40.4,0.16,0.0975,0,0
7.879999999999992,124.52,60.5,0.0,0.0,0.04,2.2,0,49.8,0.16,-0.1396,0,0
7.879999999999992,124.54,70.0,0.0,0.0,1.73,0.0,0,42.1,0.65,0.1267,0,13
7.879999999999992,124.56,61.8,0.0,0.0,1.56,2.2,0,42.8,0.16,0.2922,0,0
7.879999999999992,124.57999999999998,91.7,0.0,0.0,1.28,3.13,0,44.0,0.16,0.2802,0,0
7.879999999999992,124.59999999999998,93.7,0.0,0.0,0.88,2.22,0,45.8,0.16,0.1956,0,0
7.879999999999992,124.77999999999994,67.5,0.0,0.0,0.5,4.94,0,47.6,0.16,0.0947,0,0
7.879999999999992,125.05999999999987,80.6,0.0,0.0,0.15,12.94,0,49.3,0.16,0.0077,0,0
7.879999999999992,125.13999999999989,86.4,0.0,0.0,0.77,9.39,0,46.3,0.16,0.3064,0,0
7.879999999999992,125.19999999999986,52.9,0.0,0.0,0.34,6.26,0,48.3,0.16,-0.1638,0,0
7.879999999999992,125.25999999999983,56.6,0.0,0.0,2.31,0.0,0,39.7,0.65,0.4491,1,21
7.879999999999992,125.27999999999984,52.6,0.0,0.0,1.04,2.2,0,45.1,0.16,0.1494,0,0
7.879999999999992,125.33999999999985,82.9,0.0,0.0,1.26,7.97,0,44.1,0.16,0.073,0,0
7.879999999999992,125.35999999999984,89.9,0.0,0.0,0.96,6.26,0,45.4,0.16,0.0394,0,0
7.879999999999992,125.37999999999982,51.7,0.0,0.0,1.18,4.96,0,44.4,0.16,0.1495,0,0
7.879999999999992,125.39999999999982,55.8,0.0,0.0,1.97,4.45,0,41.1,0.16,0.3715,0,0
7.879999999999992,125.41999999999982,57.7,0.0,0.0,1.79,4.45,0,41.8,0.16,0.2879,0,0
7.879999999999992,125.4399999999998,87.4,0.0,0.0,2.48,4.96,0,39.0,0.16,0.6561,0,0
7.879999999999992,125.4599999999998,64.8,0.0,0.0,4.17,6.26,0,33.0,0.16,0.2411,0,0
7.879999999999992,125.4799999999998,94.9,0.0,0.0,5.4,6.67,0,29.1,0.16,0.439,0,0
7.899999999999991,124.5,60.5,0.0,0.0,2.86,4.94,0,37.6,0.16,0.4528,0,0
7.899999999999991,124.52,86.5,0.0,0.0,1.92,3.13,0,41.3,0.16,0.2453,0,0
7.899999999999991,124.54,76.3,0.0,0.0,1.66,2.22,0,42.4,0.16,0.2653,0,0
7.899999999999991,124.56,91.7,0.0,0.0,0.77,3.13,0,46.3,0.16,0.3867,0,0
7.899999999999991,124.57999999999998,93.7,0.0,0.0,0.58,4.94,0,47.2,0.16,0.1845,0,0
7.899999999999991,124.59999999999998,92.4,0.0,0.0,1.49,4.45,0,43.1,0.16,0.3477,0,0
7.899999999999991,124.61999999999998,67.3,0.0,0.0,0.18,4.45,0,49.1,0.16,0.1977,0,0
7.899999999999991,124.63999999999996,71.0,0.0,0.0,0.16,3.13,0,49.2,0.16,0.3589,0,0
7.899999999999991,124.67999999999996,93.5,0.0,0.0,0.59,3.13,0,47.1,0.16,0.3855,0,0
